,0,1,2,3,4,5
385,2018-03-05 11:01:48,1,U0155,13.649818,100.495384,18316
386,2018-03-05 11:01:58,1,U0155,0,0,18316
387,2018-03-05 11:02:09,1,U0155,0,0,18316
388,2018-03-05 11:02:18,1,U0155,0,0,18316
389,2018-03-05 11:02:28,1,U0155,0,0,18316
390,2018-03-05 11:02:38,1,U0155,0,0,18316
391,2018-03-05 11:02:48,1,U0155,0,0,18316
392,2018-03-05 11:02:58,1,U0155,0,0,18316
393,2018-03-05 11:03:08,1,U0155,0,0,18316
394,2018-03-05 11:03:18,1,U0155,0,0,18316
395,2018-03-05 11:03:28,1,U0155,0,0,18316
396,2018-03-05 11:03:38,1,U0155,0,0,18316
397,2018-03-05 11:03:48,1,U0155,0,0,18316
398,2018-03-05 11:03:58,1,U0155,0,0,18316
399,2018-03-05 11:04:08,1,U0155,0,0,18316
400,2018-03-05 11:04:18,1,U0155,0,0,18316
401,2018-03-05 11:04:28,1,U0155,0,0,18316
402,2018-03-05 11:04:38,1,U0155,0,0,18316
403,2018-03-05 11:04:48,1,U0155,0,0,18316
404,2018-03-05 11:04:58,1,U0155,0,0,18316
405,2018-03-05 11:05:08,1,U0155,0,0,18316
406,2018-03-05 11:05:18,1,U0155,0,0,18316
407,2018-03-05 11:05:28,1,U0155,0,0,18316
